name,white,black,api,native,multiple,hispanic
CHUNG,0.0006645355321789897,0.0026442119054361584,0.1299865961319657,0.0,0.0,0.0
CHUONG,0.0009789394398765764,0.0,0.1296400362981438,0.0,0.0,0.0
CINDA,0.030622226055409256,0.02285963840828679,0.004758533102862158,0.0,0.0,0.01194287118655322
CINDEE,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
CINDI,0.0342378709939315,0.0,0.002225980471086779,0.0,0.0,0.005570369023578927
CINDY,0.03206562581347545,0.003625129225194734,0.007877571607259201,0.010358108044483364,0.005049166256421909,0.007442013015501446
CIPRIANO,0.0024937946315104027,0.0,0.012396178671321586,0.0,0.0,0.1865405178616111
CIRILO,0.0011897329689010948,0.0,0.026658448755530292,0.0,0.0,0.17083207721511853
CIRO,0.01728864215168888,0.0,0.0043053394740181425,0.0,0.0,0.1078200628203937
CLAIR,0.03433433582924781,0.01108863057118389,0.001732799169109469,0.0,0.0,0.0
CLAIRE,0.033634072580285,0.007207609871269528,0.003998767313329544,0.0,0.016409790333371203,0.0023172735138088335
CLARA,0.021518803818892773,0.0634610857304678,0.006198089335660793,0.0,0.0,0.045075426138800674
CLARE,0.03375911958902836,0.0054163695482321314,0.003385622991952347,0.0,0.053016245692430033,0.0028297474639780947
CLARENCE,0.023984016276976123,0.11711299826334987,0.005918175623727725,0.026366093204139473,0.03534416379495336,0.0009358219959612596
CLARICE,0.026588566830516355,0.05949476787231357,0.010849988643500829,0.10923095756000638,0.0,0.00519158392997556
CLARISSA,0.0232087248227673,0.04738257140225117,0.00911718947439136,0.0,0.10855707451307103,0.036185117177168706
CLARK,0.033148175632025094,0.013178410948060855,0.0034389398894634077,0.0,0.09719645043612174,0.0017156736592623095
CLARKE,0.03398420420476641,0.0,0.006504661496349391,0.0,0.0,0.0
CLAUDE,0.03050075181834428,0.05433428979880107,0.00035988905819965897,0.02542444701827735,0.0,0.003030280748826936
CLAUDETTE,0.023544565360535178,0.12572801124557734,0.0030790508312637486,0.0,0.07321291071811767,0.0038546953643166172
CLAUDIA,0.022883602600034567,0.015779974274377075,0.001359580886532045,0.017891277531380357,0.032819580666742405,0.06858238341830375
